id,еца╓_100
13916,3
13917,3
13909,3
13910,3
13911,3
13920,3
13921,3
14072,3
14073,3
14064,3
14057,3
14058,3
14061,3
14062,3
14209,3
14210,3
14261,3
14262,3
18503,3
18448,3
18472,3
18473,3
18465,3
18466,3
18655,3
18624,3
18625,3
18626,3
18656,3
18619,3
18620,3
18600,3
18601,3
18778,3
18779,3
18771,3
18772,3
18724,3
18725,3
18876,3
19027,3
19028,3
18963,3
18958,3
2659,3
18959,3
2660,3
18950,3
19179,3
19180,3
2811,3
2812,3
19101,3
19102,3
19103,3
19115,3
19116,3
19118,3
19110,3
19111,3
19270,3
19271,3
19226,3
19227,3
19254,3
19255,3
19242,3
19243,3
19418,3
19407,3
19394,3
19395,3
19378,3
19379,3
19570,3
19571,3
19573,3
19574,3
19633,3
19630,3
19631,3
19804,3
19784,3
19785,3
19782,3
19783,3
19725,3
19726,3
19956,3
19957,3
19936,3
19937,3
19938,3
19939,3
19865,3
19866,3
19867,3
19876,3
19877,3
20090,3
20091,3
20027,3
20028,3
20029,3
20017,3
20018,3
20019,3
20021,3
20179,3
20180,3
20172,3
20173,3
20141,3
20142,3
20293,3
20294,3
20253,3
20254,3
20260,3
20261,3
20441,3
20442,3
20458,3
20459,3
20412,3
20413,3
20405,3
20406,3
16498,3
16499,3
16536,3
16537,3
16539,3
16540,3
16669,3
16670,3
16650,3
16651,3
16688,3
16689,3
16691,3
16692,3
16840,3
16841,3
16843,3
16844,3
16795,3
16796,3
16797,3
16821,3
16822,3
16974,3
16975,3
16992,3
16993,3
16914,3
16915,3
16947,3
16948,3
16949,3
17095,3
17126,3
17127,3
17055,3
17066,3
17067,3
17056,3
17246,3
17247,3
17278,3
17279,3
17208,3
17207,3
17368,3
17367,3
17384,3
17383,3
17280,3
17283,3
17284,3
17535,3
17520,3
17519,3
17435,3
17436,3
17438,3
17439,3
17430,3
17431,3
17440,3
17536,3
17592,3
17593,3
17590,3
17591,3
17745,3
17749,3
17750,3
17896,3
17897,3
17901,3
17902,3
17832,3
17833,3
17985,3
18034,3
18035,3
18117,3
18118,3
18150,3
18151,3
18269,3
18270,3
18302,3
18303,3
18192,3
18193,3
18195,3
18186,3
18187,3
18190,3
18191,3
18312,3
18313,3
18314,3
18311,3
18344,3
18345,3
18346,3
18347,3
18342,3
18343,3
22601,3
22602,3
22584,3
22585,3
22749,3
22750,3
22736,3
22737,3
22752,3
22753,3
22754,3
6490,3
6491,3
22904,3
22905,3
6486,3
6487,3
22901,3
22902,3
22903,3
6642,3
6643,3
6633,3
6634,3
6635,3
6636,3
6638,3
6639,3
23056,3
23060,3
23061,3
23055,3
23208,3
6785,3
23213,3
6786,3
6787,3
6788,3
6789,3
6790,3
23207,3
6939,3
6940,3
6942,3
23512,3
23511,3
7091,3
7092,3
7242,3
23656,3
23657,3
23663,3
7394,3
7395,3
23836,3
23837,3
23808,3
23809,3
23961,3
23962,3
23988,3
23989,3
23969,3
24120,3
24121,3
24113,3
24114,3
24280,3
24281,3
24273,3
24274,3
24275,3
24276,3
7862,3
7863,3
7842,3
7843,3
8019,3
8020,3
24432,3
24424,3
24425,3
8014,3
24426,3
8015,3
24427,3
24428,3
24419,3
24420,3
7994,3
7995,3
7996,3
8153,3
8154,3
24571,3
24572,3
8147,3
24575,3
8148,3
8171,3
8172,3
20593,3
20594,3
20610,3
20611,3
20854,3
20855,3
20929,3
20930,3
20931,3
21081,3
21082,3
21083,3
21084,3
21006,3
21007,3
21033,3
21029,3
21030,3
21209,3
21210,3
21184,3
21185,3
21235,3
21236,3
21145,3
21146,3
21181,3
21182,3
4792,3
4791,3
4952,3
4944,3
21361,3
21362,3
4951,3
4943,3
21298,3
