id,택정_50,택정_100,택정_200,택정_300
27135,0,0,0,0
27134,0,0,0,0
27133,0,0,0,0
27132,0,0,0,0
27131,0,0,0,0
27130,0,0,0,0
27129,0,0,0,0
27128,0,0,0,0
27127,0,0,0,0
27126,0,0,0,0
27125,0,0,0,0
26992,0,0,0,0
26991,0,0,0,0
26990,0,0,0,0
26989,0,0,0,0
26988,0,0,0,0
26987,0,0,0,0
26986,0,0,2,1
26985,0,0,2,1
26984,0,0,2,1
26983,0,0,0,0
26982,0,0,0,0
26981,0,0,0,0
26980,0,0,0,0
26979,0,0,0,0
26978,0,0,0,0
26977,0,0,0,0
26976,0,0,0,0
26975,0,0,0,0
26974,0,0,0,0
26973,0,0,0,0
26840,0,0,0,0
26839,0,0,0,0
26838,0,0,0,0
26837,0,0,0,0
26836,0,0,0,0
26835,0,0,0,1
26834,0,3,2,1
26833,4,3,2,1
26832,0,0,2,1
26831,0,0,0,0
26830,0,0,0,0
26829,0,0,0,0
26828,0,0,0,0
26827,0,0,0,0
26826,0,0,0,0
26825,0,0,0,0
26824,0,0,0,0
26823,0,0,0,0
26822,0,0,0,0
26821,0,0,0,0
26713,0,0,0,0
26712,0,0,0,0
26689,0,0,0,0
26688,0,0,0,0
26687,0,0,0,0
26686,0,0,0,0
26685,0,0,0,0
26684,0,0,0,0
26683,0,0,0,1
26682,0,0,2,1
26681,0,3,2,1
26680,0,0,2,1
26679,0,0,0,0
26678,0,0,0,0
26677,0,0,0,0
26676,0,0,0,0
26675,0,0,0,0
26674,0,0,0,0
26673,0,0,0,0
26672,0,0,0,0
26671,0,0,0,0
26670,0,0,0,0
26565,0,0,0,0
26564,0,0,0,0
26563,0,0,0,0
26562,0,0,0,0
26561,0,0,0,0
26560,0,0,0,0
26559,0,0,0,0
26538,0,0,0,0
26537,0,0,0,0
26536,0,0,0,0
26535,0,0,0,0
26534,0,0,0,0
26533,0,0,0,0
26532,0,0,0,0
26531,0,0,0,0
26530,0,0,0,1
26529,0,0,0,1
26528,0,0,0,1
26527,0,0,0,0
26526,0,0,0,0
26525,0,0,0,0
26524,0,0,0,0
26523,0,0,0,0
26522,0,0,0,0
26521,0,0,0,0
26520,0,0,0,0
26519,0,0,0,0
26415,0,0,0,0
26414,0,0,0,0
26413,0,0,0,0
26412,0,0,0,0
26411,0,0,0,0
26410,0,0,0,0
26409,0,0,0,0
26408,0,0,0,0
26407,0,0,0,0
26388,0,0,0,0
26387,0,0,0,0
26386,0,0,0,0
26385,0,0,0,0
26384,0,0,0,0
26383,0,0,0,0
26382,0,0,0,0
26381,0,0,0,0
26380,0,0,0,0
26379,0,0,0,0
26378,0,0,0,0
26377,0,0,0,0
26376,0,0,0,0
26375,0,0,0,0
26374,0,0,0,0
26373,0,0,0,0
26372,0,0,0,0
26371,0,0,0,0
26370,0,0,0,0
26369,0,0,0,0
26368,0,0,0,0
26367,0,0,0,0
26264,0,0,0,0
26263,0,0,0,0
26262,0,0,0,0
26261,0,0,0,0
26260,0,0,0,0
26259,0,0,0,0
26258,0,0,0,0
26257,0,0,0,0
26256,0,0,0,0
26255,0,0,0,0
26237,0,0,0,0
26236,0,0,0,0
26235,0,0,0,0
26234,0,0,0,0
26233,0,0,0,0
26232,0,0,0,0
26231,0,0,0,0
26230,0,0,0,0
26229,0,0,0,0
26228,0,0,0,0
26227,0,0,0,0
26226,0,0,0,0
26225,0,0,0,0
26224,0,0,0,0
26223,0,0,0,0
26222,0,0,0,0
26221,0,0,0,0
26220,0,0,0,0
26219,0,0,0,0
26218,0,0,0,0
26217,0,0,0,0
26216,0,0,0,0
26112,0,0,0,0
26111,0,0,0,0
26110,0,0,0,0
26109,0,0,0,0
26108,0,0,0,0
26107,0,0,0,0
26106,0,0,0,0
26105,0,0,0,0
26104,0,0,0,0
26103,0,0,0,0
26089,0,0,0,0
26088,0,0,0,0
26087,0,0,0,0
26086,0,0,0,0
26085,0,0,0,0
26084,0,0,0,0
26083,0,0,0,0
26082,0,0,0,0
26081,0,0,0,0
26080,0,0,0,0
26079,0,0,0,0
26078,0,0,0,0
26077,0,0,0,0
26076,0,0,0,0
26075,0,0,0,0
26074,0,0,0,0
26073,0,0,0,0
26072,0,0,0,0
26071,0,0,0,0
26070,0,0,0,0
26069,0,0,0,0
26068,0,0,0,0
26067,0,0,0,0
26066,0,0,0,0
26065,0,0,0,0
25961,0,0,0,0
25960,0,0,0,0
25959,0,0,0,0
25958,0,0,0,0
25957,0,0,0,0
25956,0,0,0,0
25955,0,0,0,0
25954,0,0,0,0
25953,0,0,0,0
25952,0,0,0,0
25951,0,0,0,0
25950,0,0,0,0
25939,0,0,0,0
25938,0,0,0,0
25937,0,0,0,0
25936,0,0,0,0
25935,0,0,0,0
25934,0,0,0,0
25933,0,0,0,0
25932,0,0,0,0
25931,0,0,0,0
25930,0,0,0,0
25929,0,0,0,0
25928,0,0,0,0
25927,0,0,0,0
25926,0,0,0,0
25925,0,0,0,0
25924,0,0,0,1
25923,0,0,2,1
25922,0,0,2,1
25921,0,0,2,1
25920,0,0,0,0
25919,0,0,0,0
25918,0,0,0,0
25917,0,0,0,0
25916,0,0,0,0
25915,0,0,0,0
25914,0,0,0,0
25811,0,0,0,0
25810,0,0,0,0
25809,0,0,0,0
25808,0,0,0,0
25807,0,0,0,0
25806,0,0,0,0
25805,0,0,0,0
25804,0,0,0,0
25803,0,0,0,0
25802,0,0,0,0
25801,0,0,0,0
25800,0,0,0,0
25799,0,0,0,0
25798,0,0,0,0
25788,0,0,0,0
25787,0,0,0,0
25786,0,0,0,0
25785,0,0,0,0
25784,0,0,0,0
25783,0,0,0,0
25782,0,0,0,0
25781,0,0,0,0
25780,0,0,0,0
25779,0,0,0,0
25778,0,0,0,0
25777,0,0,0,0
25776,0,0,0,0
25775,0,0,0,0
25774,0,0,0,0
25773,0,0,0,0
25772,0,0,0,1
25771,0,3,2,1
25770,4,3,2,1
25769,0,0,2,1
25768,0,0,0,0
25767,0,0,0,0
25766,0,0,0,0
25765,0,0,0,0
25764,0,0,0,0
25763,0,0,0,0
25762,0,0,0,0
25661,0,0,0,0
25660,0,0,0,0
25659,0,0,0,0
25658,0,0,0,0
25657,0,0,0,0
25656,0,0,0,0
25655,0,0,0,0
25654,0,0,0,0
25653,0,0,0,0
25652,0,0,0,0
25651,0,0,0,0
25650,0,0,0,0
25649,0,0,0,0
25648,0,0,0,0
25647,0,0,0,0
25646,0,0,0,0
25640,0,0,0,0
25639,0,0,0,0
25637,0,0,0,0
25636,0,0,0,0
25635,0,0,0,0
25634,0,0,0,0
25633,0,0,0,0
25632,0,0,0,0
25631,0,0,0,0
25630,0,0,0,0
25629,0,0,0,0
25628,0,0,0,0
25627,0,0,0,0
25626,0,0,0,0
25625,0,0,0,0
25624,0,0,0,1
25623,0,0,0,1
25622,0,0,0,1
25621,0,0,0,0
25620,0,0,0,1
25619,0,0,2,1
25618,0,3,2,1
25617,0,0,2,1
25616,0,0,0,0
25615,0,0,0,0
25614,0,0,0,0
25613,0,0,0,0
25612,0,0,0,0
25611,0,0,0,0
25511,0,0,0,0
25510,0,0,0,0
25509,0,0,0,0
25508,0,0,0,0
25507,0,0,0,0
25506,0,0,0,0
25505,0,0,0,0
25504,0,0,0,0
25503,0,0,0,0
25502,0,0,0,0
25501,0,0,0,0
25500,0,0,0,0
25499,0,0,0,0
25498,0,0,0,0
25497,0,0,0,0
25496,0,0,0,0
25495,0,0,0,0
25494,0,0,0,0
25489,0,0,0,0
25488,0,0,0,0
25487,0,0,0,0
25486,0,0,0,0
25485,0,0,0,0
25484,0,0,0,0
25483,0,0,0,0
25482,0,0,0,0
25481,0,0,0,0
25480,0,0,0,0
25479,0,0,0,0
25478,0,0,0,0
25477,0,0,0,0
25476,0,0,0,0
25475,0,0,0,0
25474,0,0,0,0
25473,0,0,0,0
25472,0,0,2,1
25471,4,3,2,1
25470,0,3,2,1
25469,0,0,0,1
25468,0,0,0,0
25467,0,0,0,0
25466,0,0,0,1
25465,0,0,0,0
25464,0,0,0,0
25463,0,0,0,0
25462,0,0,0,0
25461,0,0,0,0
25460,0,0,0,0
25459,0,0,0,0
25359,0,0,0,0
25358,0,0,0,0
25357,0,0,0,0
25356,0,0,0,0
25355,0,0,0,0
25354,0,0,0,0
25353,0,0,0,0
25352,0,0,0,0
25351,0,0,0,0
25350,0,0,0,0
25349,0,0,0,0
25348,0,0,0,0
25347,0,0,0,0
25346,0,0,0,0
25345,0,0,0,0
25344,0,0,0,0
25343,0,0,0,0
25342,0,0,0,0
25341,0,0,0,0
25340,0,0,0,0
25339,0,0,0,0
25338,0,0,0,0
25337,0,0,0,0
25336,0,0,0,0
25335,0,0,0,0
25334,0,0,0,0
25333,0,0,0,0
25332,0,0,0,0
25331,0,0,0,0
25330,0,0,0,0
25329,0,0,0,0
25328,0,0,0,0
25327,0,0,0,0
25326,0,0,0,0
25325,0,0,0,0
25324,0,0,0,0
25323,0,0,0,0
25322,0,0,0,0
25321,0,0,0,0
25320,0,0,2,1
25319,4,3,2,1
25318,0,3,2,1
25317,0,0,0,1
25316,0,0,0,0
25315,0,0,0,0
25314,0,0,0,0
25313,0,0,0,0
25312,0,0,0,0
25311,0,0,0,0
25310,0,0,0,0
25309,0,0,0,0
25308,0,0,0,0
25307,0,0,0,0
25207,0,0,0,0
25206,0,0,0,0
25205,0,0,0,0
25204,0,0,0,0
25203,0,0,0,0
25202,0,0,0,0
25201,0,0,0,0
25200,0,0,0,0
25199,0,0,0,0
25198,0,0,0,0
25197,0,0,0,0
25196,0,0,0,0
25195,0,0,0,0
25194,0,0,0,1
25193,0,0,0,1
25192,0,0,0,0
25191,0,0,0,0
25190,0,0,0,0
25189,0,0,0,0
25188,0,0,0,0
25187,0,0,0,0
25186,0,0,0,0
25185,0,0,0,0
25184,0,0,0,0
25183,0,0,0,0
25182,0,0,0,0
25181,0,0,0,0
25180,0,0,0,0
25179,0,0,0,0
25178,0,0,0,0
25177,0,0,2,1
25176,0,0,2,1
25175,0,0,2,1
25174,0,0,0,1
25173,0,0,0,0
25172,0,0,0,0
25171,0,0,0,0
25170,0,0,0,0
25169,0,0,0,0
25168,0,0,0,1
25167,0,0,2,1
25166,0,0,0,1
25165,0,0,0,0
25164,0,0,0,0
25163,0,0,0,0
25162,0,0,0,0
25161,0,0,0,0
25160,0,0,0,0
25159,0,0,0,0
25158,0,0,0,0
25157,0,0,0,0
25156,0,0,0,0
25155,0,0,0,0
25055,0,0,0,0
25054,0,0,0,0
25053,0,0,0,0
25052,0,0,0,0
25051,0,0,0,0
25050,0,0,0,0
25049,0,0,0,0
25048,0,0,0,0
25047,0,0,0,0
25046,0,0,0,0
25045,0,0,0,0
25044,0,0,0,0
25043,0,0,0,1
25042,0,3,2,1
25041,0,3,2,1
25040,0,0,0,1
25039,0,0,0,0
25038,0,0,0,0
25037,0,0,0,0
25036,0,0,0,0
25035,0,0,0,0
25034,0,0,0,0
25033,0,0,0,0
25032,0,0,0,0
25031,0,0,0,0
25030,0,0,0,0
25029,0,0,0,0
25028,0,0,0,0
25027,0,0,0,0
25026,0,0,0,0
25025,0,0,2,1
25024,4,3,2,1
25023,4,3,2,1
25022,0,0,0,1
25021,0,0,0,0
25020,0,0,0,0
25019,0,0,0,0
25018,0,0,0,0
25017,0,0,0,0
25016,0,0,0,0
25015,0,0,0,0
25014,0,0,0,0
25013,0,0,0,0
25012,0,0,0,0
25011,0,0,0,0
25010,0,0,0,0
25009,0,0,0,0
25008,0,0,0,0
25007,0,0,0,0
25006,0,0,0,0
25005,0,0,0,0
25004,0,0,0,0
25003,0,0,0,0
24903,0,0,0,0
24902,0,0,0,0
24901,0,0,0,0
24900,0,0,0,0
24899,0,0,0,0
24898,0,0,0,0
24897,0,0,0,0
24896,0,0,0,0
24895,0,0,0,0
24894,0,0,0,0
24893,0,0,0,0
24892,0,0,0,0
24891,0,0,0,1
24890,4,3,2,1
24889,4,3,2,1
24888,0,0,2,1
24887,0,0,0,0
24886,0,0,0,0
24885,0,0,0,0
24884,0,0,0,0
24883,0,0,0,0
24882,0,0,0,0
24881,0,0,0,0
24880,0,0,0,0
24879,0,0,0,0
24878,0,0,0,0
24877,0,0,0,0
24876,0,0,0,0
24875,0,0,0,0
24874,0,0,0,0
24873,0,0,2,1
24872,0,3,2,1
24871,0,3,2,1
24870,0,0,0,1
24869,0,0,0,0
24868,0,0,0,0
24867,0,0,0,0
24866,0,0,0,0
24865,0,0,0,0
24864,0,0,0,0
24863,0,0,0,0
24862,0,0,0,0
24861,0,0,0,0
24860,0,0,0,0
24859,0,0,0,0
24858,0,0,0,0
24857,0,0,0,0
24856,0,0,0,0
24855,0,0,0,0
24854,0,0,0,0
24853,0,0,0,0
24852,0,0,0,0
24851,0,0,0,0
24754,0,0,0,0
24753,0,0,0,0
24752,0,0,0,0
24751,0,0,0,0
24750,0,0,0,0
24749,0,0,0,0
24748,0,0,0,0
24747,0,0,0,0
24746,0,0,0,0
24745,0,0,0,0
24744,0,0,0,0
24743,0,0,0,0
24742,0,0,0,0
24741,0,0,0,0
24740,0,0,0,0
24739,0,0,0,1
24738,0,0,2,1
24737,0,0,2,1
24736,0,0,0,1
24735,0,0,0,0
24734,0,0,0,0
24733,0,0,0,0
24732,0,0,0,0
24731,0,0,0,0
24730,0,0,0,0
24729,0,0,2,1
24728,0,0,2,1
24727,0,0,2,1
24726,0,0,0,1
24725,0,0,0,0
24724,0,0,0,1
24723,0,0,0,1
24722,0,0,0,1
24721,0,0,0,0
24720,0,0,0,1
24719,0,0,0,1
24718,0,0,0,0
24717,0,0,0,0
24716,0,0,0,0
24715,0,0,0,0
24714,0,0,0,0
24713,0,0,0,0
24712,0,0,0,0
24711,0,0,0,0
24710,0,0,0,0
24709,0,0,0,0
24708,0,0,0,0
24707,0,0,0,0
24706,0,0,0,0
24705,0,0,0,0
24704,0,0,0,0
24703,0,0,0,0
24702,0,0,0,0
24701,0,0,0,0
24700,0,0,0,0
24699,0,0,0,0
24602,0,0,0,0
24601,0,0,0,0
24600,0,0,0,0
24599,0,0,0,0
24598,0,0,0,0
24597,0,0,0,0
24596,0,0,0,0
24595,0,0,0,0
24594,0,0,0,0
24593,0,0,0,0
24592,0,0,0,0
24591,0,0,0,0
24590,0,0,0,0
24589,0,0,0,0
24588,0,0,0,0
24587,0,0,0,0
24586,0,0,0,0
24585,0,0,0,1
24584,0,0,0,1
24583,0,0,0,1
24582,0,0,0,0
24581,0,0,0,0
24580,0,0,0,1
24579,0,0,0,1
24578,0,0,0,1
24577,0,0,2,1
24576,4,3,2,1
24575,0,3,2,1
24574,0,0,0,1
24573,0,0,0,1
24572,4,3,2,1
24571,4,3,2,1
24570,0,0,2,1
24569,0,0,0,0
24568,0,0,0,0
24567,0,0,0,0
24566,0,0,0,0
24565,0,0,0,0
24564,0,0,0,0
24563,0,0,0,0
24562,0,0,0,0
24561,0,0,0,0
24560,0,0,0,0
24559,0,0,0,0
24558,0,0,0,0
24557,0,0,0,0
24556,0,0,0,0
24555,0,0,0,0
24554,0,0,0,0
24553,0,0,0,0
24552,0,0,0,0
24551,0,0,0,0
24550,0,0,0,0
24549,0,0,0,0
24548,0,0,0,0
24547,0,0,0,0
24450,0,0,0,0
24449,0,0,0,0
24448,0,0,0,0
24447,0,0,0,0
24446,0,0,0,0
24445,0,0,0,0
24444,0,0,0,0
24443,0,0,0,0
24442,0,0,0,0
24441,0,0,0,0
24440,0,0,0,0
24439,0,0,0,0
24438,0,0,0,0
24437,0,0,0,0
24436,0,0,0,0
24435,0,0,0,0
24434,0,0,0,0
24433,0,0,2,1
24432,4,3,2,1
24431,0,0,2,1
24430,0,0,0,0
24429,0,0,0,1
24428,0,3,2,1
24427,0,3,2,1
24426,4,3,2,1
24425,4,3,2,1
24424,0,3,2,1
24423,0,0,2,1
24422,0,0,0,1
24421,0,0,0,1
24420,4,3,2,1
24419,4,3,2,1
24418,0,0,2,1
24417,0,0,0,0
24416,0,0,0,0
24415,0,0,0,0
24414,0,0,0,0
24413,0,0,0,0
24412,0,0,0,0
24411,0,0,0,0
24410,0,0,0,0
24409,0,0,0,0
24408,0,0,0,0
24407,0,0,0,0
24406,0,0,0,0
24405,0,0,0,0
24404,0,0,0,0
24403,0,0,0,0
24402,0,0,0,0
24401,0,0,0,0
24400,0,0,0,0
24399,0,0,0,0
24398,0,0,0,0
24397,0,0,0,0
24396,0,0,0,0
24299,0,0,0,0
24298,0,0,0,0
24297,0,0,0,0
24296,0,0,0,0
24295,0,0,0,0
24294,0,0,0,0
24293,0,0,0,0
24292,0,0,0,0
24291,0,0,0,0
24290,0,0,0,0
24289,0,0,0,0
24288,0,0,0,0
24287,0,0,0,0
24286,0,0,0,0
24285,0,0,0,0
24284,0,0,0,0
24283,0,0,0,0
24282,0,0,0,0
24281,0,3,2,1
24280,4,3,2,1
24279,0,0,2,1
24278,0,0,0,0
24277,0,0,0,1
24276,4,3,2,1
24275,4,3,2,1
24274,4,3,2,1
24273,4,3,2,1
24272,0,0,2,1
24271,0,0,0,1
24270,0,0,0,0
24269,0,0,0,1
24268,0,0,2,1
24267,0,0,2,1
24266,0,0,0,1
24265,0,0,0,1
24264,0,0,0,0
24263,0,0,0,0
24262,0,0,0,0
24261,0,0,0,0
24260,0,0,0,0
24259,0,0,0,0
24258,0,0,0,0
24257,0,0,0,0
24256,0,0,0,0
24255,0,0,0,0
24254,0,0,0,0
24253,0,0,0,0
24252,0,0,0,0
24251,0,0,0,0
24250,0,0,0,0
24249,0,0,0,0
24248,0,0,0,0
24247,0,0,0,0
24246,0,0,0,0
24245,0,0,0,0
24244,0,0,0,0
24148,0,0,0,0
24147,0,0,0,0
24146,0,0,0,0
24145,0,0,0,0
24144,0,0,0,0
24143,0,0,0,0
24142,0,0,0,0
24141,0,0,0,1
24140,0,0,0,1
24139,0,0,0,0
24138,0,0,0,0
24137,0,0,0,0
24136,0,0,0,0
24135,0,0,0,0
24134,0,0,0,0
24133,0,0,0,0
24132,0,0,0,0
24131,0,0,0,0
24130,0,0,0,0
24129,0,0,0,1
24128,0,0,2,1
24127,0,0,0,1
24126,0,0,0,0
24125,0,0,0,1
24124,0,0,2,1
24123,0,0,2,1
24122,0,0,2,1
24121,4,3,2,1
24120,0,3,2,1
24119,0,0,0,1
24118,0,0,0,0
24117,0,0,0,0
24116,0,0,0,0
24115,0,0,0,1
24114,0,3,2,1
24113,0,3,2,1
24112,0,0,0,1
24111,0,0,0,0
24110,0,0,0,0
24109,0,0,0,0
24108,0,0,0,0
24107,0,0,0,0
24106,0,0,0,0
24105,0,0,0,0
24104,0,0,0,0
24103,0,0,0,0
24102,0,0,0,0
24101,0,0,0,0
24100,0,0,0,0
24099,0,0,0,0
24098,0,0,0,0
24097,0,0,0,0
24096,0,0,0,0
24095,0,0,0,0
24094,0,0,0,0
24093,0,0,0,0
23997,0,0,0,0
23996,0,0,0,0
23995,0,0,0,0
23994,0,0,0,0
23993,0,0,0,0
23992,0,0,0,0
23991,0,0,0,0
23990,0,0,0,1
23989,4,3,2,1
23988,4,3,2,1
23987,0,0,2,1
23986,0,0,0,0
23985,0,0,0,0
23984,0,0,0,0
23983,0,0,0,0
23982,0,0,0,0
23981,0,0,0,0
23980,0,0,0,0
23979,0,0,0,0
23978,0,0,0,0
23977,0,0,0,0
23976,0,0,0,0
23975,0,0,0,0
23974,0,0,0,0
23973,0,0,0,0
23972,0,0,0,0
23971,0,0,0,0
23970,0,0,2,1
23969,0,3,2,1
23968,0,0,2,1
23967,0,0,0,0
23966,0,0,0,0
23965,0,0,0,0
23964,0,0,0,0
23963,0,0,0,1
23962,4,3,2,1
23961,4,3,2,1
23960,0,0,2,1
23959,0,0,0,0
23958,0,0,0,0
23957,0,0,0,0
23956,0,0,0,0
23955,0,0,0,0
23954,0,0,0,0
23953,0,0,0,0
23952,0,0,0,0
23951,0,0,0,0
23950,0,0,0,0
23949,0,0,0,0
23948,0,0,0,0
23947,0,0,0,0
23946,0,0,0,0
23945,0,0,0,0
23944,0,0,0,0
23943,0,0,0,0
23942,0,0,0,0
23845,0,0,0,0
23844,0,0,0,0
23843,0,0,0,0
23842,0,0,0,0
23841,0,0,0,0
23840,0,0,0,0
23839,0,0,0,0
23838,0,0,0,1
23837,4,3,2,1
23836,4,3,2,1
23835,0,0,2,1
23834,0,0,0,0
23833,0,0,0,0
23832,0,0,0,0
23831,0,0,0,0
23830,0,0,0,0
23829,0,0,0,0
23828,0,0,0,0
23827,0,0,0,0
23826,0,0,0,0
23825,0,0,0,0
23824,0,0,0,0
23823,0,0,0,0
23822,0,0,0,0
23821,0,0,0,0
23820,0,0,0,0
23819,0,0,0,0
23818,0,0,0,1
23817,0,0,0,1
23816,0,0,0,1
23815,0,0,0,1
23814,0,0,0,1
23813,0,0,0,0
23812,0,0,0,0
23811,0,0,0,1
23810,0,0,2,1
23809,4,3,2,1
23808,4,3,2,1
23807,0,0,0,1
23806,0,0,0,0
23805,0,0,0,0
23804,0,0,0,0
23803,0,0,0,0
23802,0,0,0,0
23801,0,0,0,0
23800,0,0,0,0
23799,0,0,0,0
23798,0,0,0,0
23797,0,0,0,0
23796,0,0,0,0
23795,0,0,0,0
23794,0,0,0,0
23793,0,0,0,0
23792,0,0,0,0
23791,0,0,0,0
23767,0,0,0,0
23766,0,0,0,0
23765,0,0,0,0
23764,0,0,0,0
23763,0,0,0,0
23762,0,0,0,0
23695,0,0,0,0
23694,0,0,0,0
23693,0,0,0,0
23692,0,0,0,0
23691,0,0,0,0
23690,0,0,0,0
23689,0,0,0,0
23688,0,0,0,0
23687,0,0,0,0
23686,0,0,0,1
23685,0,0,2,1
23684,0,0,2,1
23683,0,0,0,1
23682,0,0,0,0
23681,0,0,0,0
23680,0,0,0,0
23679,0,0,0,0
23678,0,0,0,0
23677,0,0,0,0
23676,0,0,0,0
23675,0,0,0,0
23674,0,0,0,0
23673,0,0,0,0
23672,0,0,0,0
23671,0,0,0,0
23670,0,0,0,0
23669,0,0,0,0
23668,0,0,0,0
23667,0,0,0,0
23666,0,0,0,0
23665,0,0,0,1
23664,0,0,2,1
23663,0,3,2,1
23662,0,0,2,1
23661,0,0,0,0
23660,0,0,0,0
23659,0,0,0,0
23658,0,0,2,1
23657,4,3,2,1
23656,4,3,2,1
23655,0,0,0,1
23654,0,0,0,0
23653,0,0,0,0
23652,0,0,0,0
23651,0,0,0,0
23650,0,0,0,0
23649,0,0,0,0
23648,0,0,0,0
23647,0,0,0,0
23646,0,0,0,0
23645,0,0,0,0
23644,0,0,0,0
23643,0,0,0,0
23642,0,0,0,0
23641,0,0,0,0
23640,0,0,0,0
23639,0,0,0,0
23621,0,0,0,0
23620,0,0,0,0
23619,0,0,0,0
23618,0,0,0,0
23616,0,0,0,0
23615,0,0,0,0
23614,0,0,0,0
23613,0,0,0,0
23612,0,0,0,0
23611,0,0,0,0
23610,0,0,0,0
23609,0,0,0,0
23608,0,0,0,0
23607,0,0,0,0
23606,0,0,0,0
23543,0,0,0,0
23542,0,0,0,0
23541,0,0,0,0
23540,0,0,0,0
23539,0,0,0,0
23538,0,0,0,0
23537,0,0,0,0
23536,0,0,0,0
23535,0,0,0,0
23534,0,0,0,0
23533,0,0,0,0
23532,0,0,0,0
23531,0,0,0,0
23530,0,0,0,0
23529,0,0,0,0
23528,0,0,0,0
23527,0,0,0,0
23526,0,0,0,0
23525,0,0,0,0
23524,0,0,0,0
23523,0,0,0,0
23522,0,0,0,0
23521,0,0,0,0
23520,0,0,0,0
23519,0,0,0,0
23518,0,0,0,0
23517,0,0,0,0
23516,0,0,0,0
23515,0,0,0,0
23514,0,0,0,0
23513,0,0,0,1
23512,0,3,2,1
23511,4,3,2,1
23510,0,0,2,1
23509,0,0,0,0
23508,0,0,0,0
23507,0,0,0,0
23506,0,0,0,1
23505,0,0,2,1
23504,0,0,2,1
23503,0,0,0,1
23502,0,0,0,0
23501,0,0,0,0
23500,0,0,0,0
23499,0,0,0,0
23498,0,0,0,0
23497,0,0,0,0
23496,0,0,0,0
23495,0,0,0,0
23494,0,0,0,0
23493,0,0,0,0
23492,0,0,0,0
23491,0,0,0,0
23490,0,0,0,0
23489,0,0,0,0
23488,0,0,0,0
23469,0,0,0,0
23468,0,0,0,0
23467,0,0,0,0
23466,0,0,0,0
23465,0,0,0,0
23464,0,0,0,0
23463,0,0,0,0
23462,0,0,0,0
23461,0,0,0,0
23460,0,0,0,0
23459,0,0,0,0
23458,0,0,0,0
23457,0,0,0,0
23456,0,0,0,0
23455,0,0,0,0
23454,0,0,0,0
23391,0,0,0,0
23390,0,0,0,0
23389,0,0,0,0
23388,0,0,0,0
23387,0,0,0,0
23386,0,0,0,0
23385,0,0,0,0
23384,0,0,0,0
23383,0,0,0,0
23382,0,0,0,0
23381,0,0,0,0
23380,0,0,0,0
23379,0,0,0,0
23378,0,0,0,0
23377,0,0,0,0
23376,0,0,0,0
23375,0,0,0,0
23374,0,0,0,0
23373,0,0,0,0
23372,0,0,0,0
23371,0,0,0,0
23370,0,0,0,0
23369,0,0,0,0
23368,0,0,0,0
23367,0,0,0,0
23366,0,0,0,0
23365,0,0,0,1
23364,0,0,0,0
23363,0,0,0,0
23362,0,0,0,0
23361,0,0,0,0
23360,0,0,2,1
