adr,ymd,chenap_count,amount_car,chenap_adr1,chenap_adr2,lng,lat
동대문구  시립대로27번길40,2022-09-13,4,533120,중랑구,공릉로,127.052545,37.5843681
동대문구  청량리역,2022-09-13,3,827810,동대문구,장한로26다길,127.046973,37.5809647
동대문구  동대문구 제기동 856,2022-09-14,1,27880,동대문구,약령시로,127.0385999,37.58258065
동대문구  망우로20가길 8,2022-09-14,4,826360,강서구,국회대로,127.0635629,37.589876
동대문구 ,2022-09-14,3,799860,광진구,영화사로9나길,127.039657,37.57452298
동대문구  동대문구 휘경동 43-204,2022-09-14,4,667560,동대문구,한천로49길,127.0671725,37.58617516
동대문구  동대문구 용두동 39-694,2022-09-14,4,254400,동대문구,천호대로29길,127.0412727,37.57529782
동대문구  한빛로29,2022-09-15,2,167800,시흥시,서울대학로264번길,127.0260429,37.57834392
동대문구  동대문구 장안동 477-14,2022-09-15,3,647710,강서구,초록마을로26길,127.0705727,37.56514721
동대문구  동대문구 답십리동 528,2022-09-15,1,139260,동대문구,고미술로,127.0518976,37.56816793
동대문구  동대문구 휘경동 161-10,2022-09-15,9,976140,동대문구,경희대로6길,127.0635291,37.59411338
동대문구  동대문구 전농동 6,2022-09-16,4,533120,강남구,논현로159길,127.064958,37.57727197
동대문구  동대문구 전농동 141-164,2022-09-16,3,401040,동대문구,전농로,127.0552856,37.58106332
