순번,대지위치,시군구코드,법정동코드,관리건축물대장PK,도로명대지위치,건물명,주용도코드,옥내기계식대수(대),옥외기계식대수(대),옥내자주식대수(대),옥외자주식대수(대),총주차면수,위치별선택,X,Y
25180,서울특별시 동대문구 이문동 255-167번지,11230,11000,11230-10905,서울특별시 동대문구 이문로46길 8,,4000,0,0,2,1,3,1,127.0626029,37.60161102
25181,서울특별시 동대문구 이문동 255-168번지,11230,11000,11230-16455,서울특별시 동대문구 이문로46길 6,,3000,0,0,2,1,3,1,127.062431,37.60160183
25182,서울특별시 동대문구 이문동 255-169번지,11230,11000,11230-100229172,서울특별시 동대문구 신이문로2길 32,리젠트빌4차,1000,0,0,1,1,2,1,127.0624298,37.6014902
25183,서울특별시 동대문구 이문동 255-170번지,11230,11000,11230-100247014,서울특별시 동대문구 신이문로2길 36,,1000,0,0,0,3,3,1,127.0624289,37.60136893
25184,서울특별시 동대문구 이문동 255-172번지,11230,11000,11230-36141,서울특별시 동대문구 신이문로2길 40,,1000,0,0,0,2,2,1,127.0624234,37.60114594
25185,서울특별시 동대문구 이문동 255-173번지,11230,11000,11230-21097,서울특별시 동대문구 신이문로2길 42,,1000,0,0,0,1,1,1,127.0624212,37.60103638
25186,서울특별시 동대문구 이문동 255-174번지,11230,11000,11230-31273,서울특별시 동대문구 이문로42길 5,,1000,0,0,0,1,1,1,127.0624179,37.60092556
25187,서울특별시 동대문구 이문동 255-182번지,11230,11000,11230-34165,서울특별시 동대문구 이문로 156,이문동오피스텔,14000,17,0,1,0,18,1,127.06226,37.60043325
25189,서울특별시 동대문구 이문동 255-188번지,11230,11000,11230-22011,서울특별시 동대문구 이문로 164,C&J오피스텔,14000,34,0,1,0,35,1,127.0622492,37.60103629
25191,서울특별시 동대문구 이문동 255-190번지,11230,11000,11230-100252914,서울특별시 동대문구 이문로 166,수아주캠퍼스빌,14000,50,0,2,0,52,1,127.062256,37.60132154
25192,서울특별시 동대문구 이문동 255-192번지,11230,11000,11230-100249714,서울특별시 동대문구 이문로 168,디크라쎄,14000,54,0,2,0,56,1,127.0622582,37.60149029
25195,서울특별시 동대문구 이문동 255-203번지,11230,11000,11230-20501,서울특별시 동대문구 이문로 182,,4000,6,0,0,0,6,1,127.0622759,37.60272113
25197,서울특별시 동대문구 이문동 255-209번지,11230,11000,11230-100239412,서울특별시 동대문구 신이문로 8-1,,4000,0,0,0,2,2,1,127.0630895,37.60281431
25203,서울특별시 동대문구 이문동 255-222번지,11230,11000,11230-15938,서울특별시 동대문구 신이문로 6-1,,3000,0,0,0,3,3,1,127.0627763,37.60281637
25206,서울특별시 동대문구 이문동 255-22번지,11230,11000,11230-100203585,서울특별시 동대문구 이문로 197,다성이즈빌,14000,26,0,1,0,27,1,127.061814,37.60409304
25209,서울특별시 동대문구 이문동 255-235번지,11230,11000,11230-100224583,서울특별시 동대문구 신이문로2길 15,레이나 A,2000,0,0,4,3,7,1,127.0626173,37.60221144
25210,서울특별시 동대문구 이문동 255-236번지,11230,11000,11230-100236453,서울특별시 동대문구 신이문로2길 19,,1000,0,0,0,2,2,1,127.0626132,37.60206232
25211,서울특별시 동대문구 이문동 255-237번지,11230,11000,11230-100238272,서울특별시 동대문구 신이문로2길 21,,1000,0,0,0,2,2,1,127.0625835,37.60196116
25212,서울특별시 동대문구 이문동 255-238번지,11230,11000,11230-100243013,서울특별시 동대문구 신이문로2길 25,대성빌리지,2000,0,0,5,3,8,1,127.0626073,37.60186222
25214,서울특별시 동대문구 이문동 255-242번지,11230,11000,11230-100237672,서울특별시 동대문구 신이문로2길 26,제이빌,1000,0,0,0,2,2,1,127.0624354,37.60177699
25217,서울특별시 동대문구 이문동 255-245번지,11230,11000,11230-27875,서울특별시 동대문구 신이문로2길 18,,1000,0,0,0,2,2,1,127.062446,37.60211107
25219,서울특별시 동대문구 이문동 255-247번지,11230,11000,11230-33527,서울특별시 동대문구 신이문로2길 14,,1000,0,0,1,0,1,1,127.0624509,37.60234109
25225,서울특별시 동대문구 이문동 255-256번지,11230,11000,11230-22971,서울특별시 동대문구 이문로 178,,1000,0,0,2,0,2,1,127.0622717,37.60245326
25231,서울특별시 동대문구 이문동 255-261번지,11230,11000,11230-100230732,서울특별시 동대문구 이문로 172,울진군 재경 학사관,2000,56,0,2,0,58,1,127.0622634,37.60188592
25234,서울특별시 동대문구 이문동 255-285번지,11230,11000,11230-19386,서울특별시 동대문구 신이문로2길 38,,1000,0,0,1,1,2,1,127.0624254,37.60125135
25236,서울특별시 동대문구 이문동 255-30번지,11230,11000,11230-20748,서울특별시 동대문구 이문로 189-8,순복음경동교회교육관,6000,0,0,13,0,13,1,127.0614725,37.60348171
25244,서울특별시 동대문구 이문동 255-407번지,11230,11000,11230-7124,서울특별시 동대문구 이문로 193-22,,1000,0,0,2,0,2,1,127.0615804,37.60394432
25247,서울특별시 동대문구 이문동 255-411번지,11230,11000,11230-33172,서울특별시 동대문구 이문로 193-9,,1000,0,0,2,0,2,1,127.0616016,37.60382528
25252,서울특별시 동대문구 이문동 255-54번지,11230,11000,11230-100267215,서울특별시 동대문구 화랑로32길 173,,1000,0,0,0,2,2,1,127.0609619,37.60358911
25253,서울특별시 동대문구 이문동 255-56번지,11230,11000,11230-100240252,서울특별시 동대문구 화랑로32길 179,네비게이토선교회 교육동,10000,0,0,0,12,12,1,127.0611257,37.60344838
25258,서울특별시 동대문구 이문동 256-103번지,11230,11000,11230-34590,서울특별시 동대문구 이문로46길 34-14,,1000,0,0,0,2,2,1,127.0639491,37.60111395
25259,서울특별시 동대문구 이문동 256-104번지,11230,11000,11230-31969,서울특별시 동대문구 이문로46길 34-16,,1000,0,0,0,1,1,1,127.0639468,37.60101439
25267,서울특별시 동대문구 이문동 256-112번지,11230,11000,11230-23358,서울특별시 동대문구 이문로46길 28-3,,1000,0,0,0,2,2,1,127.0638183,37.60150946
25268,서울특별시 동대문구 이문동 256-113번지,11230,11000,11230-29195,서울특별시 동대문구 이문로46길 30,,1000,0,0,2,0,2,1,127.0638202,37.60160731
25277,서울특별시 동대문구 이문동 256-133번지,11230,11000,11230-7481,서울특별시 동대문구 신이문로8길 33,,1000,0,0,0,1,1,1,127.0635415,37.60140834
25280,서울특별시 동대문구 이문동 256-136번지,11230,11000,11230-28693,서울특별시 동대문구 이문로46길 22,이문동빌딩,4000,0,0,0,4,4,1,127.063311,37.60160893
25291,서울특별시 동대문구 이문동 256-150번지,11230,11000,11230-29054,서울특별시 동대문구 신이문로6길 39,,1000,0,0,1,1,2,1,127.0632346,37.60111415
25292,서울특별시 동대문구 이문동 256-151번지,11230,11000,11230-100248814,서울특별시 동대문구 신이문로6길 35,,2000,0,0,0,5,5,1,127.0632381,37.60123605
25293,서울특별시 동대문구 이문동 256-153번지,11230,11000,11230-26647,서울특별시 동대문구 신이문로6길 33,로얄그린빌A동,2000,0,0,6,0,6,1,127.0632412,37.60140859
25294,서울특별시 동대문구 이문동 256-154번지,11230,11000,11230-28601,서울특별시 동대문구 신이문로6길 31,로얄그린빌B동,2000,0,0,2,1,3,1,127.063243,37.60150815
25299,서울특별시 동대문구 이문동 256-160번지,11230,11000,11230-36859,서울특별시 동대문구 신이문로6길 38,,1000,0,0,0,1,1,1,127.063038,37.6012103
25300,서울특별시 동대문구 이문동 256-161번지,11230,11000,11230-19216,서울특별시 동대문구 신이문로6길 40,,1000,0,0,0,1,1,1,127.0630372,37.601112
25301,서울특별시 동대문구 이문동 256-162번지,11230,11000,11230-8820,서울특별시 동대문구 신이문로6길 42,,1000,0,0,0,2,2,1,127.0630354,37.60101218
25302,서울특별시 동대문구 이문동 256-163번지,11230,11000,11230-12561,서울특별시 동대문구 이문로42길 17,,1000,0,0,0,2,2,1,127.0630324,37.6009119
25303,서울특별시 동대문구 이문동 256-172번지,11230,11000,11230-16380,서울특별시 동대문구 신이문로4길 45,,1000,0,0,0,1,1,1,127.0628948,37.6009117
25311,서울특별시 동대문구 이문동 256-180번지,11230,11000,11230-100253134,서울특별시 동대문구 이문로46길 12,마 메종,1000,0,0,0,2,2,1,127.0627399,37.60161266
25312,서울특별시 동대문구 이문동 256-182번지,11230,11000,11230-13995,서울특별시 동대문구 신이문로4길 32,,1000,0,0,0,1,1,1,127.0627377,37.60151202
25314,서울특별시 동대문구 이문동 256-185번지,11230,11000,11230-100217572,서울특별시 동대문구 신이문로2길 33,,2000,0,0,0,6,6,1,127.0626005,37.60141245
25317,서울특별시 동대문구 이문동 256-189번지,11230,11000,11230-100238332,서울특별시 동대문구 신이문로2길 37,굿데이 하우스,1000,0,0,0,2,2,1,127.062596,37.60123099
25324,서울특별시 동대문구 이문동 256-214번지,11230,11000,11230-36735,서울특별시 동대문구 신이문로8길 10,1동,1000,0,0,0,2,2,1,127.0633968,37.60245609
25327,서울특별시 동대문구 이문동 256-222번지,11230,11000,11230-100217932,서울특별시 동대문구 신이문로6길 5,재창조 아트빌,2000,0,0,6,2,8,1,127.0632658,37.60260834
25329,서울특별시 동대문구 이문동 256-226번지,11230,11000,11230-100240372,서울특별시 동대문구 신이문로6길 8,드림팰리스,1000,0,0,0,2,2,1,127.0630795,37.60260177
25330,서울특별시 동대문구 이문동 256-227번지,11230,11000,11230-100239312,서울특별시 동대문구 신이문로4길 7,LJ노빌리티,1000,0,0,0,2,2,1,127.0629418,37.60260184
25334,서울특별시 동대문구 이문동 256-239번지,11230,11000,11230-25971,서울특별시 동대문구 이문로46길 25,,1000,0,0,0,2,2,1,127.0635479,37.60179612
25338,서울특별시 동대문구 이문동 256-243번지,11230,11000,11230-100235972,서울특별시 동대문구 신이문로8길 20,신이문리젠트빌,1000,0,0,0,1,1,1,127.0633934,37.60205767
25343,서울특별시 동대문구 이문동 256-249번지,11230,11000,11230-100247554,서울특별시 동대문구 신이문로6길 13,,1000,0,0,0,2,2,1,127.0632576,37.6023548
25345,서울특별시 동대문구 이문동 256-250번지,11230,11000,11230-17270,서울특별시 동대문구 신이문로6길 15,,1000,0,0,0,2,2,1,127.0632582,37.6022547
25346,서울특별시 동대문구 이문동 256-251번지,11230,11000,11230-22759,서울특별시 동대문구 신이문로6길 17,,1000,0,0,0,1,1,1,127.0632577,37.60215622
25347,서울특별시 동대문구 이문동 256-252번지,11230,11000,11230-9624,서울특별시 동대문구 신이문로6길 19,,1000,0,0,0,2,2,1,127.063256,37.60205595
25354,서울특별시 동대문구 이문동 256-259번지,11230,11000,11230-100258815,서울특별시 동대문구 신이문로6길 20,,1000,0,0,0,2,2,1,127.0630615,37.60206001
25356,서울특별시 동대문구 이문동 256-261번지,11230,11000,11230-100266895,서울특별시 동대문구 신이문로6길 16,스테이문,1000,0,0,0,2,2,1,127.0630672,37.60225697
25357,서울특별시 동대문구 이문동 256-262번지,11230,11000,11230-100237772,서울특별시 동대문구 신이문로6길 12,,1000,0,0,3,0,3,1,127.0630699,37.60235779
25358,서울특별시 동대문구 이문동 256-264번지,11230,11000,11230-100214473,서울특별시 동대문구 신이문로6길 10,,11000,0,0,0,2,2,1,127.0629363,37.60245769
25359,서울특별시 동대문구 이문동 256-265번지,11230,11000,11230-13005,서울특별시 동대문구 신이문로4길 13,,1000,0,0,0,1,1,1,127.0629331,37.60235732
25362,서울특별시 동대문구 이문동 256-268번지,11230,11000,11230-100241973,서울특별시 동대문구 신이문로4길 19,,1000,0,0,0,1,1,1,127.0629246,37.60206054
25368,서울특별시 동대문구 이문동 256-273번지,11230,11000,11230-25858,서울특별시 동대문구 신이문로4길 22,,1000,0,0,0,1,1,1,127.0627488,37.60197774
25369,서울특별시 동대문구 이문동 256-275번지,11230,11000,11230-100237747,서울특별시 동대문구 신이문로4길 20,명진주택,1000,0,0,0,2,2,1,127.0627559,37.60205846
25370,서울특별시 동대문구 이문동 256-276번지,11230,11000,11230-100224573,서울특별시 동대문구 신이문로4길 16,레이나 B,2000,0,0,4,3,7,1,127.0627542,37.6022101
25372,서울특별시 동대문구 이문동 256-279번지,11230,11000,11230-7062,서울특별시 동대문구 신이문로4길 12,,1000,0,0,1,0,1,1,127.0627611,37.60245913
25381,서울특별시 동대문구 이문동 256-2번지,11230,11000,11230-100203027,서울특별시 동대문구 이문로 190,,14000,20,0,0,1,21,1,127.0622267,37.60351772
25389,서울특별시 동대문구 이문동 256-311번지,11230,11000,11230-100262575,서울특별시 동대문구 신이문로4길 24,동희소사이어티,1000,0,0,2,0,2,1,127.0627464,37.6019071
25390,서울특별시 동대문구 이문동 256-313번지,11230,11000,11230-29385,서울특별시 동대문구 이문로46길 34-1,,1000,0,0,0,3,3,1,127.0641194,37.60158093
25391,서울특별시 동대문구 이문동 256-314번지,11230,11000,11230-28751,서울특별시 동대문구 이문로46길 34-5,,1000,0,0,0,1,1,1,127.064118,37.60146182
25392,서울특별시 동대문구 이문동 256-315번지,11230,11000,11230-11804,서울특별시 동대문구 이문로46길 34-7,,1000,0,0,0,1,1,1,127.0641159,37.60138055
25416,서울특별시 동대문구 이문동 256-365번지,11230,11000,11230-100188837,서울특별시 동대문구 이문로50길 16,,4000,0,0,3,0,3,1,127.0628034,37.60324324
25417,서울특별시 동대문구 이문동 256-366번지,11230,11000,11230-100195606,서울특별시 동대문구 이문로50길 20,.,2000,0,0,0,6,6,1,127.0629626,37.60320541
25418,서울특별시 동대문구 이문동 256-367번지,11230,11000,11230-29326,서울특별시 동대문구 이문로 189,경동교회,6000,0,0,0,4,4,1,127.0616968,37.60333798
25422,서울특별시 동대문구 이문동 256-43번지,11230,11000,11230-11489,서울특별시 동대문구 이문로46길 48-15,,1000,0,0,0,1,1,1,127.0648988,37.60101333
25423,서울특별시 동대문구 이문동 256-44번지,11230,11000,11230-20412,서울특별시 동대문구 이문로46길 48-13,,1000,0,0,0,1,1,1,127.064901,37.60111271
25424,서울특별시 동대문구 이문동 256-45번지,11230,11000,11230-13731,서울특별시 동대문구 이문로46길 48-11,,1000,0,0,0,1,1,1,127.0649028,37.60121073
25425,서울특별시 동대문구 이문동 256-46번지,11230,11000,11230-26342,서울특별시 동대문구 이문로46길 48-9,,1000,0,0,0,1,1,1,127.0649051,37.60131119
25429,서울특별시 동대문구 이문동 256-50번지,11230,11000,11230-13217,서울특별시 동대문구 이문로46길 46,,1000,0,0,0,1,1,1,127.0647574,37.60160563
25435,서울특별시 동대문구 이문동 256-56번지,11230,11000,11230-28834,서울특별시 동대문구 이문로46길 48-16,,1000,0,0,0,1,1,1,127.0647453,37.60102431
25437,서울특별시 동대문구 이문동 256-58번지,11230,11000,11230-27404,서울특별시 동대문구 이문로46길 44-17,,1000,0,0,0,1,1,1,127.0646297,37.60091572
25444,서울특별시 동대문구 이문동 256-65번지,11230,11000,11230-8021,서울특별시 동대문구 이문로46길 44,,1000,0,0,0,1,1,1,127.0646469,37.60160524
25447,서울특별시 동대문구 이문동 256-68번지,11230,11000,11230-17099,서울특별시 동대문구 이문로46길 44-6,,1000,0,0,0,1,1,1,127.0644945,37.60141089
25466,서울특별시 동대문구 이문동 256-90번지,11230,11000,11230-100265475,서울특별시 동대문구 이문로42길 35,마이하임,1000,0,0,2,1,3,1,127.0641086,37.60091492
25468,서울특별시 동대문구 이문동 256-92번지,11230,11000,11230-10279,서울특별시 동대문구 이문로46길 34-15,,1000,0,0,0,1,1,1,127.0641112,37.60111197
25470,서울특별시 동대문구 이문동 256-98번지,11230,11000,11230-11335,서울특별시 동대문구 이문로46길 34-2,,1000,0,0,1,0,1,1,127.0639574,37.60160687
25473,서울특별시 동대문구 이문동 257-17번지,11230,11000,11230-10075,서울특별시 동대문구 이문로 147,,3000,0,0,2,2,4,1,127.0617091,37.59975563
25474,서울특별시 동대문구 이문동 257-18번지,11230,11000,11230-16420,서울특별시 동대문구 이문로 145,,14000,23,0,1,0,24,1,127.0616634,37.59958456
25483,서울특별시 동대문구 이문동 257-686번지,11230,11000,11230-36422,서울특별시 동대문구 이문로 143-1,이문동 근생시설,4000,0,0,0,2,2,1,127.0616417,37.59943753
25491,서울특별시 동대문구 이문동 264-115번지,11230,11000,11230-100191100,서울특별시 동대문구 천장산로 38,,4000,0,0,2,2,4,1,127.0578326,37.59926151
25492,서울특별시 동대문구 이문동 264-117번지,11230,11000,11230-100259875,서울특별시 동대문구 천장산로 38-1,로뎀빌,1000,0,0,0,2,2,1,127.0577252,37.59934662
25493,서울특별시 동대문구 이문동 264-136번지,11230,11000,11230-100240392,서울특별시 동대문구 천장산로4가길 1,,1000,0,0,0,2,2,1,127.0582633,37.59906975
25497,서울특별시 동대문구 이문동 264-140번지,11230,11000,11230-9434,서울특별시 동대문구 천장산로 36,,1000,0,0,2,2,4,1,127.0578087,37.59916088
25499,서울특별시 동대문구 이문동 264-144번지,11230,11000,11230-32603,서울특별시 동대문구 천장산로 26-8,,1000,0,0,0,1,1,1,127.0582749,37.59892838
25505,서울특별시 동대문구 이문동 264-150번지,11230,11000,11230-23792,서울특별시 동대문구 천장산로 32-1,,4000,0,0,0,2,2,1,127.0579087,37.59886576
25506,서울특별시 동대문구 이문동 264-161번지,11230,11000,11230-100259855,서울특별시 동대문구 천장산로4길 45,,1000,0,0,0,1,1,1,127.0580171,37.59891337
25509,서울특별시 동대문구 이문동 264-170번지,11230,11000,11230-100245834,서울특별시 동대문구 천장산로 28,,1000,0,0,0,2,2,1,127.0580303,37.59869181
25511,서울특별시 동대문구 이문동 264-173번지,11230,11000,11230-15997,서울특별시 동대문구 천장산로4길 48,,1000,0,0,0,2,2,1,127.057845,37.59903806
25515,서울특별시 동대문구 이문동 264-205번지,11230,11000,11230-19072,서울특별시 동대문구 천장산로 39,민영빌딩,4000,0,0,5,0,5,1,127.0574315,37.5993846
25516,서울특별시 동대문구 이문동 264-206번지,11230,11000,11230-100186145,서울특별시 동대문구 천장산로9길 4,,4000,0,0,2,2,4,1,127.0574583,37.59926287
25517,서울특별시 동대문구 이문동 264-207번지,11230,11000,11230-100186505,서울특별시 동대문구 천장산로9길 3,,4000,0,0,2,3,5,1,127.057513,37.59910724
25518,서울특별시 동대문구 이문동 264-208번지,11230,11000,11230-100186366,서울특별시 동대문구 천장산로 33-1,,4000,0,0,5,0,5,1,127.0575513,37.59898829
25519,서울특별시 동대문구 이문동 264-209번지,11230,11000,11230-100186405,서울특별시 동대문구 천장산로 33,,4000,0,0,5,0,5,1,127.057583,37.59886682
25521,서울특별시 동대문구 이문동 264-211번지,11230,11000,11230-23630,서울특별시 동대문구 천장산로7길 8,,4000,0,0,3,5,8,1,127.0573827,37.59864771
25522,서울특별시 동대문구 이문동 264-212번지,11230,11000,11230-100238872,서울특별시 동대문구 천장산로7길 10-8,,1000,0,0,0,3,3,1,127.0573656,37.59880151
25523,서울특별시 동대문구 이문동 264-213번지,11230,11000,11230-35006,서울특별시 동대문구 천장산로7길 10-10,,1000,0,0,0,4,4,1,127.0573439,37.59893082
25524,서울특별시 동대문구 이문동 264-214번지,11230,11000,11230-19870,서울특별시 동대문구 천장산로7길 10-14,,1000,0,0,0,7,7,1,127.0573229,37.5990721
25525,서울특별시 동대문구 이문동 264-215번지,11230,11000,11230-32040,서울특별시 동대문구 천장산로9길 8-2,,1000,0,0,2,3,5,1,127.0572792,37.59924502
25526,서울특별시 동대문구 이문동 264-216번지,11230,11000,11230-28423,서울특별시 동대문구 천장산로9길 8-4,,1000,0,0,2,2,4,1,127.0572618,37.59936874
25527,서울특별시 동대문구 이문동 264-218번지,11230,11000,11230-100191283,서울특별시 동대문구 천장산로9길 12,,4000,0,0,2,2,4,1,127.0570446,37.59922135
25528,서울특별시 동대문구 이문동 264-219번지,11230,11000,11230-100232833,서울특별시 동대문구 천장산로9길 11,,2000,0,0,0,3,3,1,127.0570759,37.59904771
25529,서울특별시 동대문구 이문동 264-220번지,11230,11000,11230-31885,서울특별시 동대문구 천장산로7길 10-7,,10000,0,0,3,5,8,1,127.0571042,37.59886804
25530,서울특별시 동대문구 이문동 264-222번지,11230,11000,11230-30142,서울특별시 동대문구 천장산로7길 10-1,,1000,0,0,3,4,7,1,127.057148,37.59855709
25531,서울특별시 동대문구 이문동 264-223번지,11230,11000,11230-10206,서울특별시 동대문구 천장산로7길 16,,4000,0,0,0,4,4,1,127.056983,37.59851654
25532,서울특별시 동대문구 이문동 264-224번지,11230,11000,11230-27677,서울특별시 동대문구 천장산로7길 18-4,,1000,0,0,1,4,5,1,127.0569624,37.59864656
25533,서울특별시 동대문구 이문동 264-225번지,11230,11000,11230-16709,서울특별시 동대문구 천장산로7길 18-8,,2000,0,0,0,5,5,1,127.0569425,37.59877937
25534,서울특별시 동대문구 이문동 264-226번지,11230,11000,11230-27125,서울특별시 동대문구 천장산로7길 18-10,,1000,0,0,1,4,5,1,127.0569237,37.59891075
25535,서울특별시 동대문구 이문동 264-227번지,11230,11000,11230-100243133,서울특별시 동대문구 천장산로7길 18-14,,2000,0,0,6,2,8,1,127.0569038,37.59904365
25536,서울특별시 동대문구 이문동 264-229번지,11230,11000,11230-100193242,서울특별시 동대문구 천장산로9길 16-4,,10000,0,0,2,0,2,1,127.0568548,37.59932668
25537,서울특별시 동대문구 이문동 264-231번지,11230,11000,11230-6523,서울특별시 동대문구 천장산로9길 18,이문동UBF교육원,10000,0,0,0,7,7,1,127.0566283,37.59924137
25538,서울특별시 동대문구 이문동 264-232번지,11230,11000,11230-33946,서울특별시 동대문구 천장산로7길 18-13,,2000,0,0,4,2,6,1,127.0566608,37.59900377
25539,서울특별시 동대문구 이문동 264-233번지,11230,11000,11230-8904,서울특별시 동대문구 천장산로7길 18-9,,1000,0,0,1,4,5,1,127.056687,37.59884013
25540,서울특별시 동대문구 이문동 264-234번지,11230,11000,11230-10020,서울특별시 동대문구 천장산로7길 18-5,,1000,0,0,1,4,5,1,127.0567118,37.59867722
25541,서울특별시 동대문구 이문동 264-235번지,11230,11000,11230-15756,서울특별시 동대문구 천장산로7길 20,,1000,0,0,0,3,3,1,127.0567363,37.59851278
25542,서울특별시 동대문구 이문동 264-236번지,11230,11000,11230-28079,서울특별시 동대문구 천장산로7길 26-2,이문동근린생활시설신축공사,4000,0,0,0,5,5,1,127.0565684,37.59848286
25543,서울특별시 동대문구 이문동 264-237번지,11230,11000,11230-100191320,서울특별시 동대문구 천장산로7길 26-4,,4000,0,0,0,3,3,1,127.0565467,37.59861099
25544,서울특별시 동대문구 이문동 264-238번지,11230,11000,11230-30018,서울특별시 동대문구 천장산로7길 26-8,,1000,0,0,0,4,4,1,127.0565281,37.59873434
25545,서울특별시 동대문구 이문동 264-239번지,11230,11000,11230-100185463,서울특별시 동대문구 천장산로7길 26-10,,4000,0,0,0,4,4,1,127.0565075,37.59886581
25546,서울특별시 동대문구 이문동 264-240번지,11230,11000,11230-17764,서울특별시 동대문구 천장산로7길 26-14,,1000,0,0,1,3,4,1,127.056487,37.59899862
25548,서울특별시 동대문구 이문동 264-242번지,11230,11000,11230-15622,서울특별시 동대문구 천장산로9길 22-4,,1000,0,0,2,3,5,1,127.0564413,37.59928327
25549,서울특별시 동대문구 이문동 264-244번지,11230,11000,11230-31917,서울특별시 동대문구 천장산로9길 26,,10000,0,0,0,8,8,1,127.0562118,37.59925274
25550,서울특별시 동대문구 이문동 264-245번지,11230,11000,11230-100184153,서울특별시 동대문구 천장산로7길 26-11,,4000,0,0,0,4,4,1,127.056248,37.59896594
25551,서울특별시 동대문구 이문동 264-246번지,11230,11000,11230-21054,서울특별시 동대문구 천장산로7길 26-9,,4000,0,0,0,4,4,1,127.0562738,37.59880582
25552,서울특별시 동대문구 이문동 264-247번지,11230,11000,11230-8357,서울특별시 동대문구 천장산로7길 26-5,,1000,0,0,0,7,7,1,127.0562994,37.59864147
25553,서울특별시 동대문구 이문동 264-248번지,11230,11000,11230-18525,서울특별시 동대문구 천장산로7길 26-1,,2000,0,0,0,5,5,1,127.056324,37.59847306
25554,서울특별시 동대문구 이문동 264-249번지,11230,11000,11230-35650,서울특별시 동대문구 천장산로7길 30,이문동 다세대주택,2000,0,0,4,1,5,1,127.05616,37.59843593
25555,서울특별시 동대문구 이문동 264-250번지,11230,11000,11230-24603,서울특별시 동대문구 천장산로7길 32-4,,1000,0,0,0,1,1,1,127.0561388,37.59856974
25556,서울특별시 동대문구 이문동 264-251번지,11230,11000,11230-100191143,서울특별시 동대문구 천장산로7길 32-8,,4000,0,0,0,3,3,1,127.056118,37.59870039
25558,서울특별시 동대문구 이문동 264-253번지,11230,11000,11230-100261635,서울특별시 동대문구 천장산로7길 32-14,제이엠하우스,1000,0,0,0,3,3,1,127.0560787,37.59896242
25559,서울특별시 동대문구 이문동 264-255번지,11230,11000,11230-9106,서울특별시 동대문구 천장산로9길 28,가나안고시텔,10000,0,0,0,7,7,1,127.0560453,37.59918417
25560,서울특별시 동대문구 이문동 264-257번지,11230,11000,11230-100195926,서울특별시 동대문구 천장산로9길 32,,4000,0,0,0,3,3,1,127.0558277,37.59909796
25561,서울특별시 동대문구 이문동 264-258번지,11230,11000,11230-100191341,서울특별시 동대문구 천장산로7길 32-13,,4000,0,0,0,3,3,1,127.0558469,37.59893739
25562,서울특별시 동대문구 이문동 264-259번지,11230,11000,11230-21908,서울특별시 동대문구 천장산로7길 32-9,,10000,0,0,0,4,4,1,127.0558719,37.59878232
25563,서울특별시 동대문구 이문동 264-261번지,11230,11000,11230-12840,서울특별시 동대문구 천장산로7길 32-5,,1000,0,0,6,0,6,1,127.0559065,37.59855255
25564,서울특별시 동대문구 이문동 264-262번지,11230,11000,11230-32958,서울특별시 동대문구 천장산로7길 34,,1000,0,0,1,4,5,1,127.0559251,37.59842028
25566,서울특별시 동대문구 이문동 264-264번지,11230,11000,11230-100194685,서울특별시 동대문구 천장산로7길 38-4,,1000,0,0,0,2,2,1,127.0557602,37.59850126
25567,서울특별시 동대문구 이문동 264-265번지,11230,11000,11230-100196362,서울특별시 동대문구 천장산로7길 38-6,,1000,0,0,0,2,2,1,127.0557433,37.59860714
25568,서울특별시 동대문구 이문동 264-266번지,11230,11000,11230-100196302,서울특별시 동대문구 천장산로7길 38-8,,1000,0,0,0,2,2,1,127.055727,37.59871238
25569,서울특별시 동대문구 이문동 264-267번지,11230,11000,11230-100196043,서울특별시 동대문구 천장산로7길 38-12,,1000,0,0,0,2,2,1,127.0557107,37.59881925
25570,서울특별시 동대문구 이문동 264-268번지,11230,11000,11230-100195885,서울특별시 동대문구 천장산로7길 38-14,,1000,0,0,0,3,3,1,127.0556941,37.59892926
25571,서울특별시 동대문구 이문동 264-269번지,11230,11000,11230-100232572,서울특별시 동대문구 천장산로9길 34,,1000,0,0,3,0,3,1,127.0556705,37.59908199
25572,서울특별시 동대문구 이문동 264-270번지,11230,11000,11230-20713,서울특별시 동대문구 천장산로9길 36-4,,1000,0,0,0,1,1,1,127.0556504,37.59920265
25573,서울특별시 동대문구 이문동 264-271번지,11230,11000,11230-100183710,서울특별시 동대문구 천장산로9길 36-3,,4000,0,0,0,3,3,1,127.055453,37.59918832
25575,서울특별시 동대문구 이문동 264-273번지,11230,11000,11230-27415,서울특별시 동대문구 천장산로7길 38-13,,1000,0,0,0,4,4,1,127.0554983,37.59889278
25576,서울특별시 동대문구 이문동 264-274번지,11230,11000,11230-21345,서울특별시 동대문구 천장산로7길 38-9,,1000,0,0,0,4,4,1,127.0555199,37.59875618
25577,서울특별시 동대문구 이문동 264-275번지,11230,11000,11230-100194766,서울특별시 동대문구 천장산로7길 38-7,,4000,0,0,0,3,3,1,127.0555397,37.59862931
25578,서울특별시 동대문구 이문동 264-276번지,11230,11000,11230-100183246,서울특별시 동대문구 천장산로7길 38-3,,4000,0,0,0,3,3,1,127.0555597,37.59850271
25579,서울특별시 동대문구 이문동 264-277번지,11230,11000,11230-23420,서울특별시 동대문구 천장산로7길 40,,1000,0,0,0,4,4,1,127.0555777,37.59837269
